钟山职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
无锡南洋职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
江南影视艺术职业学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,艺术
金肯职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,财经
常州轻工职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
常州工程职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
江苏农林职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,农业
江苏食品药品职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
建东职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
南京铁道职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
徐州工业职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
江苏信息职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
宿迁职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
南京信息职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
江海职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
常州机电职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
江阴职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
无锡太湖学院,江苏,江苏省教育厅,本科,学院,综合
中国矿业大学徐海学院,江苏,江苏省教育厅,本科,独立学院,工科
南京大学金陵学院,江苏,江苏省教育厅,本科,独立学院,综合
南京理工大学紫金学院,江苏,江苏省教育厅,本科,独立学院,工科
南京航空航天大学金城学院,江苏,江苏省教育厅,本科,独立学院,工科
中国传媒大学南广学院,江苏,江苏省教育厅,本科,独立学院,艺术
无锡城市职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,财经
无锡工艺职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
金山职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
苏州健雄职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
盐城工业职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
江苏财经职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,财经
扬州工业职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
南京理工大学泰州科技学院,江苏,江苏省教育厅,本科,独立学院,工科
南京师范大学泰州学院,江苏,江苏省教育厅,本科,独立学院,师范
南京工业大学浦江学院,江苏,江苏省教育厅,本科,独立学院,综合
南京师范大学中北学院,江苏,江苏省教育厅,本科,独立学院,综合
苏州港大思培科技职业学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,综合
昆山登云科技职业学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
南京视觉艺术职业学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,艺术
南京医科大学康达学院,江苏,江苏省教育厅,本科,独立学院,综合
南京中医药大学翰林学院,江苏,江苏省教育厅,本科,独立学院,综合
南京信息工程大学滨江学院,江苏,江苏省教育厅,本科,独立学院,综合
苏州大学文正学院,江苏,江苏省教育厅,本科,独立学院,综合
苏州大学应用技术学院,江苏,江苏省教育厅,本科,独立学院,综合
苏州科技学院天平学院,江苏,江苏省教育厅,本科,独立学院,综合
江苏大学京江学院,江苏,江苏省教育厅,本科,独立学院,综合
扬州大学广陵学院,江苏,江苏省教育厅,本科,独立学院,综合
江苏师范大学科文学院,江苏,江苏省教育厅,本科,独立学院,综合
南京邮电大学通达学院,江苏,江苏省教育厅,本科,独立学院,综合
南京财经大学红山学院,江苏,江苏省教育厅,本科,独立学院,综合
江苏科技大学苏州理工学院,江苏,江苏省教育厅,本科,独立学院,综合
常州大学怀德学院,江苏,江苏省教育厅,本科,独立学院,综合
南通大学杏林学院,江苏,江苏省教育厅,本科,独立学院,综合
南京审计学院金审学院,江苏,江苏省教育厅,本科,独立学院,综合
南京机电职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
宿迁学院,江苏,江苏省教育厅,本科,学院,工科
苏州高博软件技术职业学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
南京旅游职业学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,财经
江苏建康职业学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,医药
苏州信息职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,综合
宿迁泽达职业技术学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
苏州工业园区服务外包职业学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,工科
徐州幼儿师范高等专科学校,江苏,江苏省教育厅,高职(专科),高等专科学校,师范
徐州生物工程职业技术学院,江苏,江苏省教育厅,高职(专科),学院,工科
南京城市职业学院,江苏,江苏省教育厅,高职(专科),高等专科学校,综合
江苏第二师范学院,江苏,江苏省教育厅,本科/高职(专科),学院,师范
江苏商贸职业学院,江苏,江苏省教育厅,高职(专科),学院,综合
南通师范高等专科学校,江苏,江苏省教育厅,高职(专科),高等专科学校,师范
扬州中瑞酒店职业学院,江苏,浙江省教育厅,高职(专科),高等职业技术学校,财经
江苏财会职业学院,江苏,江苏省教育厅,高职(专科),高等职业技术学校,财经
西交利物浦大学,江苏,江苏省教育厅,本科,大学,工科
中国人民大学(苏州校区) 985 211 研,江苏,教育部,本科,高等学校分校,综合
江苏省青年管理干部学院,江苏,江苏省教育厅,高职(专科),高等专科学校,工科
浙江大学 985 211 研,浙江,教育部,本科,大学,综合
杭州电子科技大学,浙江,浙江省教育厅,本科,大学,工科
浙江工业大学,浙江,浙江省教育厅,本科,大学,工科
浙江理工大学,浙江,浙江省教育厅,本科,大学,工科
浙江海洋学院,浙江,浙江省教育厅,本科/高职(专科),学院,农业
浙江农林大学,浙江,浙江省教育厅,本科,大学,林业
温州医科大学,浙江,浙江省教育厅,本科/高职(专科),学院,医药
浙江中医药大学,浙江,浙江省教育厅,本科,大学,医药
浙江师范大学,浙江,浙江省教育厅,本科/高职(专科),大学,师范
杭州师范大学,浙江,浙江省教育厅,本科,大学,师范
湖州师范学院,浙江,浙江省教育厅,本科/高职(专科),学院,师范
绍兴文理学院,浙江,浙江省教育厅,本科/高职(专科),学院,师范
台州学院,浙江,浙江省教育厅,本科/高职(专科),学院,综合
温州大学,浙江,浙江省教育厅,本科,大学,工科
丽水学院,浙江,浙江省教育厅,本科/高职(专科),学院,师范
浙江工商大学,浙江,浙江省教育厅,本科,大学,财经
嘉兴学院,浙江,浙江省教育厅,本科/高职(专科),学院,财经
中国美术学院,浙江,浙江省教育厅,本科/高职(专科),学院,艺术
中国计量学院,浙江,浙江省教育厅,本科,学院,工科
公安海警学院,浙江,公安部,本科/高职(专科),学院,政法
宁波职业技术学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,综合
温州职业技术学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,综合
浙江万里学院,浙江,浙江省教育厅,本科,学院,工科
浙江科技学院,浙江,浙江省教育厅,本科,学院,工科
宁波工程学院,浙江,浙江省教育厅,本科,学院,工科
浙江水利水电学院,浙江,浙江省教育厅,高职(专科),高等专科学校,工科
浙江财经大学,浙江,浙江省教育厅,本科,大学,财经
浙江警察学院,浙江,浙江省教育厅,本科,高等专科学校,政法
衢州学院,浙江,浙江省教育厅,本科/高职(专科),学院,工科
宁波大学,浙江,浙江省教育厅,本科/高职(专科),大学,综合
浙江传媒学院,浙江,浙江省教育厅,本科/高职(专科),学院,语言
浙江树人学院,浙江,浙江省教育厅,本科/高职(专科),学院,工科
浙江医药高等专科学校,浙江,浙江省教育厅,高职(专科),高等专科学校,医药
浙江交通职业技术学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,工科
金华职业技术学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,综合
宁波城市职业技术学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,综合
浙江同济科技职业学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,工科
浙江工商职业技术学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,财经
台州职业技术学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,工科
浙江工贸职业技术学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,综合
浙江越秀外国语学院,浙江,浙江省教育厅,本科/高职(专科),学院,语言
浙江机电职业技术学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,工科
浙江建设职业技术学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,工科
浙江艺术职业学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,艺术
浙江经贸职业技术学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,财经
浙江商业职业技术学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,财经
浙江经济职业技术学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,财经
浙江旅游职业学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,财经
浙江育英职业技术学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,财经
浙江警官职业学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,政法
浙江金融职业学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,财经
浙江工业职业技术学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,综合
杭州职业技术学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,综合
嘉兴职业技术学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,综合
湖州职业技术学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,综合
绍兴职业技术学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,工科
衢州职业技术学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,工科
丽水职业技术学院,浙江,浙江省教育厅,高职(专科),高等职业技术学校,综合
宁波大红鹰学院,浙江,浙江省教育厅,本科/高职(专科),学院,工科
